state,vegetable,date,month,season,modal_price,min_price,max_price,msp,price_lag_1m,price_lag_4m,rolling_avg_3m,arrival_qty,temp_max,temp_min,rainfall_mm,humidity,rainfall_deviation,price_direction
Andhra Pradesh,Tomato,2024-11-01,11,Post-Monsoon,28.88,23.8,33.13,0.0,51.66,42.87,38.16333333333333,19402.43,30.33,21.64,48.9,92.97,-21.68,DOWN
Andhra Pradesh,Tomato,2024-12-01,12,Winter,22.02,17.48,25.8,0.0,28.88,23.29,34.18666666666667,10812.13,28.55,21.35,123.2,96.81,30.65,DOWN
Andhra Pradesh,Tomato,2025-01-01,1,Winter,13.91,10.43,16.78,,22.02,33.95,21.60333333333333,5703.94,29.59,18.58,1.8,97.23,-10.3,STABLE
Andhra Pradesh,Tomato,2025-02-01,2,Winter,13.93,11.22,16.17,,13.91,51.66,16.620000000000005,5706.85,34.66,20.74,0.3,94.46,-5.98,DOWN
Andhra Pradesh,Tomato,2025-03-01,3,Summer,10.33,8.37,11.78,,13.93,28.88,12.723333333333336,7925.22,37.42,23.19,8.1,93.13,-27.92,STABLE
Andhra Pradesh,Tomato,2025-04-01,4,Summer,10.17,8.95,11.24,,10.33,22.02,11.476666666666668,27117.64,36.72,25.56,27.9,92.63,1.4,DOWN
Andhra Pradesh,Tomato,2025-05-01,5,Summer,8.5,7.48,9.34,,10.17,13.91,9.66666666666667,78419.01,36.46,26.74,82.3,86.81,-33.83,UP
Andhra Pradesh,Tomato,2025-06-01,6,Monsoon,17.04,14.52,18.82,,8.5,13.93,11.903333333333336,92560.57,35.65,27.16,41.5,75.83,-37.38,UP
Andhra Pradesh,Tomato,2025-07-01,7,Monsoon,27.18,21.75,31.35,,17.04,10.33,17.573333333333334,65080.23,34.34,26.14,119.9,81.13,-79.32,UP
Andhra Pradesh,Tomato,2025-08-01,8,Monsoon,33.96,27.5,40.16,,27.18,10.17,26.06,27900.41,33.19,25.54,209.5,86.35,59.97,DOWN
Andhra Pradesh,Tomato,2025-09-01,9,Monsoon,18.6,13.21,23.04,,33.96,8.5,26.58,34969.9,32.9,25.07,88.2,87.03,-65.75,STABLE
Andhra Pradesh,Tomato,2025-10-01,10,Post-Monsoon,19.45,12.98,23.76,,18.6,17.04,24.00333333333333,22005.26,30.45,24.03,368.2,94.1,174.82,STABLE
Andhra Pradesh,Tomato,2025-11-01,11,Post-Monsoon,18.64,15.06,21.61,,19.45,27.18,18.896666666666672,22907.55,30.06,21.48,20.6,90.83,-49.98,UP
Assam,Onion,2022-01-01,1,Winter,32.02,30.29,33.65,0.0,,,32.02,144.0,21.77,11.64,30.2,94.97,13.8,STABLE
Assam,Onion,2022-02-01,2,Winter,30.82,29.65,32.48,0.0,32.02,,31.42,1405.0,22.11,11.74,74.7,92.82,37.7,DOWN
Assam,Onion,2022-03-01,3,Summer,23.66,21.97,25.42,0.0,30.82,,28.83333333333333,1574.3,31.57,18.77,6.0,80.06,-39.12,DOWN
Assam,Onion,2022-04-01,4,Summer,15.45,14.45,16.49,0.0,23.66,,23.31,2192.8,28.03,20.22,244.4,97.77,123.93,STABLE
Assam,Onion,2022-05-01,5,Summer,16.1,15.47,17.0,0.0,15.45,32.02,18.40333333333333,844.3,29.41,22.03,393.3,96.52,52.55,DOWN
Assam,Onion,2023-04-01,4,Summer,14.0,13.0,15.0,0.0,16.1,30.82,15.183333333333332,117.0,31.58,19.64,89.7,88.8,-30.77,UP
Assam,Onion,2023-05-01,5,Summer,18.64,17.7,20.08,0.0,14.0,23.66,16.246666666666666,444.1,31.58,21.58,187.4,94.55,-153.35,UP
Assam,Onion,2023-06-01,6,Monsoon,19.89,19.31,21.3,0.0,18.64,15.45,17.51,162.0,31.26,24.21,640.4,96.17,133.57,UP
Assam,Onion,2023-07-01,7,Monsoon,24.13,23.41,25.03,0.0,19.89,16.1,20.886666666666667,310.0,31.53,25.14,537.2,97.45,40.18,UP
Assam,Onion,2023-12-01,12,Winter,45.93,45.93,45.93,0.0,24.13,14.0,29.98333333333333,222.0,24.95,13.77,17.3,96.16,7.02,DOWN
Assam,Potato,2022-01-01,1,Winter,9.68,8.06,11.3,0.0,,,9.68,330.0,21.77,11.64,30.2,94.97,13.8,STABLE
Assam,Potato,2022-02-01,2,Winter,10.01,9.43,10.65,0.0,9.68,,9.845,1427.0,22.11,11.74,74.7,92.82,37.7,UP
Assam,Potato,2022-03-01,3,Summer,13.83,13.17,14.38,0.0,10.01,,11.173333333333332,2278.7,31.57,18.77,6.0,80.06,-39.12,UP
Assam,Potato,2022-04-01,4,Summer,15.16,14.4,15.84,0.0,13.83,,13.0,2540.9,28.03,20.22,244.4,97.77,123.93,UP
Assam,Potato,2022-05-01,5,Summer,19.29,17.83,20.8,0.0,15.16,9.68,16.093333333333334,1097.5,29.41,22.03,393.3,96.52,52.55,DOWN
Assam,Potato,2023-04-01,4,Summer,14.83,13.83,15.83,0.0,19.29,10.01,16.426666666666666,211.0,31.58,19.64,89.7,88.8,-30.77,UP
Assam,Potato,2023-05-01,5,Summer,15.99,15.04,17.75,0.0,14.83,13.83,16.703333333333333,466.0,31.58,21.58,187.4,94.55,-153.35,UP
Assam,Potato,2023-06-01,6,Monsoon,17.68,16.86,18.78,0.0,15.99,15.16,16.166666666666668,179.0,31.26,24.21,640.4,96.17,133.57,STABLE
Assam,Potato,2023-07-01,7,Monsoon,17.69,17.24,18.25,0.0,17.68,19.29,17.12,368.5,31.53,25.14,537.2,97.45,40.18,STABLE
Assam,Potato,2023-12-01,12,Winter,18.32,18.32,18.32,0.0,17.69,14.83,17.896666666666665,231.0,24.95,13.77,17.3,96.16,7.02,UP
Assam,Potato,2024-09-01,9,Monsoon,34.17,33.44,34.28,0.0,18.32,15.99,23.39333333333333,294.0,32.43,25.29,183.9,94.87,-44.22,UP
Assam,Potato,2024-10-01,10,Post-Monsoon,39.0,38.0,39.0,0.0,34.17,17.68,30.49666666666667,20.0,28.35,21.78,208.9,97.84,15.08,DOWN
Assam,Potato,2024-12-01,12,Winter,25.81,24.6,25.81,0.0,39.0,17.69,32.99333333333333,86.0,23.94,12.77,6.4,96.45,-3.88,DOWN
Assam,Potato,2025-01-01,1,Winter,14.37,12.42,14.37,,25.81,18.32,26.39333333333333,348.0,23.51,12.89,18.2,96.81,1.8,DOWN
Assam,Potato,2025-02-01,2,Winter,11.47,9.92,11.62,,14.37,34.17,17.216666666666665,452.0,24.52,13.41,20.5,94.64,-16.5,STABLE
Assam,Potato,2025-03-01,3,Summer,11.47,9.42,11.47,,11.47,39.0,12.436666666666666,394.0,28.68,16.76,32.2,88.26,-12.92,STABLE
Assam,Potato,2025-04-01,4,Summer,11.06,9.45,11.06,,11.47,25.81,11.333333333333334,349.0,30.91,20.82,119.7,92.13,-0.77,STABLE
Assam,Potato,2025-05-01,5,Summer,11.0,9.47,11.08,,11.06,14.37,11.176666666666664,59.0,30.46,22.4,497.0,98.32,156.25,UP
Assam,Tomato,2022-01-01,1,Winter,10.35,9.21,11.44,0.0,,,10.35,119.0,21.77,11.64,30.2,94.97,13.8,UP
Assam,Tomato,2022-02-01,2,Winter,11.83,9.16,14.75,0.0,10.35,,11.09,1351.2,22.11,11.74,74.7,92.82,37.7,UP
Assam,Tomato,2022-03-01,3,Summer,13.5,11.88,14.53,0.0,11.83,,11.893333333333333,682.0,31.57,18.77,6.0,80.06,-39.12,UP
Assam,Tomato,2022-04-01,4,Summer,16.22,14.03,18.36,0.0,13.5,,13.85,478.9,28.03,20.22,244.4,97.77,123.93,UP
Assam,Tomato,2022-05-01,5,Summer,17.24,14.59,20.42,0.0,16.22,10.35,15.65333333333333,69.3,29.41,22.03,393.3,96.52,52.55,DOWN
Assam,Tomato,2023-04-01,4,Summer,15.72,14.24,17.69,0.0,17.24,11.83,16.393333333333334,41.5,31.58,19.64,89.7,88.8,-30.77,STABLE
Assam,Tomato,2023-05-01,5,Summer,15.11,14.24,18.76,0.0,15.72,13.5,16.023333333333333,147.0,31.58,21.58,187.4,94.55,-153.35,UP
Assam,Tomato,2023-06-01,6,Monsoon,81.0,75.0,82.0,0.0,15.11,16.22,37.27666666666666,20.0,31.26,24.21,640.4,96.17,133.57,DOWN
Assam,Tomato,2023-07-01,7,Monsoon,65.0,62.94,71.06,0.0,81.0,17.24,53.70333333333334,85.0,31.53,25.14,537.2,97.45,40.18,DOWN
Assam,Tomato,2023-12-01,12,Winter,36.41,35.85,38.6,0.0,65.0,15.72,60.80333333333332,86.0,24.95,13.77,17.3,96.16,7.02,STABLE
Assam,Tomato,2024-09-01,9,Monsoon,36.21,34.43,37.7,0.0,36.41,15.11,45.873333333333335,1146.7,32.43,25.29,183.9,94.87,-44.22,UP
Assam,Tomato,2024-10-01,10,Post-Monsoon,38.46,36.52,39.5,0.0,36.21,81.0,37.02666666666666,1064.3,28.35,21.78,208.9,97.84,15.08,DOWN
Assam,Tomato,2024-11-01,11,Post-Monsoon,35.04,32.96,38.79,0.0,38.46,65.0,36.57,1483.2,27.5,17.11,9.1,95.37,-8.17,DOWN
Assam,Tomato,2024-12-01,12,Winter,33.1,31.23,34.58,0.0,35.04,36.41,35.53333333333333,2034.7,23.94,12.77,6.4,96.45,-3.88,DOWN
Assam,Tomato,2025-01-01,1,Winter,13.7,12.32,15.68,,33.1,36.21,27.28,3009.2,23.51,12.89,18.2,96.81,1.8,DOWN
Assam,Tomato,2025-02-01,2,Winter,7.15,6.17,7.95,,13.7,38.46,17.983333333333334,2482.6,24.52,13.41,20.5,94.64,-16.5,DOWN
Assam,Tomato,2025-03-01,3,Summer,6.16,5.42,7.02,,7.15,35.04,9.003333333333332,2599.1,28.68,16.76,32.2,88.26,-12.92,UP
Assam,Tomato,2025-04-01,4,Summer,6.73,5.87,7.59,,6.16,33.1,6.68,2185.4,30.91,20.82,119.7,92.13,-0.77,UP
Assam,Tomato,2025-05-01,5,Summer,16.41,14.89,17.64,,6.73,13.7,9.766666666666667,1523.6,30.46,22.4,497.0,98.32,156.25,UP
Assam,Tomato,2025-06-01,6,Monsoon,30.57,28.45,32.58,,16.41,7.15,17.903333333333336,1423.8,32.32,24.6,333.9,96.7,-172.92,DOWN
Assam,Tomato,2025-07-01,7,Monsoon,25.38,23.58,27.96,,30.57,6.16,24.12,1766.8,32.43,25.48,433.4,97.65,-63.62,UP
Assam,Tomato,2025-08-01,8,Monsoon,29.43,27.01,31.38,,25.38,6.73,28.46,1212.9,31.21,24.81,429.6,98.39,-36.2,UP
Bihar,Onion,2022-01-01,1,Winter,27.9,26.28,30.8,0.0,,,27.9,723.1,20.36,10.83,30.1,96.13,22.25,STABLE
Bihar,Onion,2022-02-01,2,Winter,27.54,24.49,28.71,0.0,27.9,,27.72,10652.5,23.45,11.57,43.9,91.43,28.05,DOWN
Bihar,Onion,2022-03-01,3,Summer,21.1,19.51,22.24,0.0,27.54,,25.51333333333333,28942.24,33.3,18.95,0.0,78.32,-14.58,DOWN
Bihar,Onion,2022-04-01,4,Summer,13.34,12.31,14.48,0.0,21.1,,20.66,37864.07,38.31,24.08,7.6,80.37,-2.48,DOWN
Bihar,Onion,2022-05-01,5,Summer,12.29,11.37,13.27,0.0,13.34,27.9,15.576666666666668,38525.05,35.98,25.57,50.3,85.1,-1.52,UP
Bihar,Onion,2022-06-01,6,Monsoon,13.8,12.71,14.88,0.0,12.29,27.54,13.143333333333333,28426.34,36.42,27.38,102.2,87.83,-16.2,UP
Bihar,Onion,2022-07-01,7,Monsoon,16.11,14.89,17.41,0.0,13.8,21.1,14.066666666666668,25421.95,34.41,27.24,243.0,87.77,-28.8,STABLE
Bihar,Onion,2022-08-01,8,Monsoon,16.25,15.24,17.39,0.0,16.11,13.34,15.386666666666663,21988.9,32.73,26.4,239.6,92.39,-79.2,STABLE
Bihar,Onion,2022-09-01,9,Monsoon,15.69,14.72,16.69,0.0,16.25,12.29,16.01666666666667,23491.05,31.04,25.34,309.7,96.53,76.67,UP
Bihar,Onion,2022-10-01,10,Post-Monsoon,18.06,16.92,19.27,0.0,15.69,13.8,16.666666666666668,28454.12,30.4,21.78,126.4,93.77,14.5,UP
Bihar,Onion,2022-11-01,11,Post-Monsoon,20.1,18.9,21.33,0.0,18.06,16.11,17.95,29432.83,27.53,15.88,0.0,89.3,-0.38,DOWN
Bihar,Onion,2022-12-01,12,Winter,17.3,15.76,18.86,0.0,20.1,16.25,18.486666666666668,23552.9,23.78,11.89,0.3,93.1,-2.28,UP
Bihar,Onion,2023-01-01,1,Winter,19.37,17.94,20.72,0.0,17.3,15.69,18.92333333333333,26357.6,21.22,9.88,0.0,97.55,-7.85,DOWN
Bihar,Onion,2023-02-01,2,Winter,16.22,15.03,17.31,0.0,19.37,18.06,17.63,21896.15,27.38,13.88,0.0,88.96,-15.85,DOWN
Bihar,Onion,2023-03-01,3,Summer,13.63,12.35,14.71,0.0,16.22,20.1,16.406666666666666,10458.9,31.77,18.78,21.7,78.9,7.12,DOWN
Bihar,Onion,2023-04-01,4,Summer,12.09,10.75,13.31,0.0,13.63,17.3,13.98,10213.2,37.54,23.6,14.1,53.6,4.02,UP
Bihar,Onion,2023-05-01,5,Summer,13.17,11.85,14.11,0.0,12.09,19.37,12.963333333333331,8794.66,36.93,25.03,41.0,75.74,-10.83,STABLE
Bihar,Onion,2023-06-01,6,Monsoon,12.72,11.06,13.72,0.0,13.17,16.22,12.659999999999998,1370.73,39.83,28.78,85.1,68.63,-33.3,UP
Bihar,Onion,2023-07-01,7,Monsoon,19.53,18.53,20.71,0.0,12.72,13.63,15.14,26.9,34.42,27.25,291.4,90.52,19.6,UP
Bihar,Onion,2023-08-01,8,Monsoon,24.62,23.38,25.5,0.0,19.53,12.09,18.956666666666667,1318.45,32.82,26.34,328.2,93.42,9.4,UP
Bihar,Onion,2023-09-01,9,Monsoon,27.43,26.01,32.09,0.0,24.62,13.17,23.86,2496.1,32.14,26.0,257.2,95.23,24.17,UP
Bihar,Onion,2023-10-01,10,Post-Monsoon,43.23,41.51,44.88,0.0,27.43,12.72,31.76,1777.87,30.89,21.78,120.0,91.61,8.1,UP
Bihar,Onion,2023-11-01,11,Post-Monsoon,106.75,99.52,111.63,0.0,43.23,19.53,59.13666666666666,1859.0,28.46,17.34,0.3,91.33,-0.07,DOWN
Bihar,Onion,2023-12-01,12,Winter,61.03,59.05,65.75,0.0,106.75,24.62,70.33666666666666,2615.99,24.13,13.07,9.9,93.29,7.32,DOWN
Bihar,Onion,2024-01-01,1,Winter,33.5,31.68,35.57,0.0,61.03,27.43,67.09333333333333,2348.65,20.69,9.37,1.0,98.0,-6.85,UP
Bihar,Onion,2024-02-01,2,Winter,35.53,34.04,37.12,0.0,33.5,43.23,43.35333333333333,2201.0,24.5,12.59,19.5,90.72,3.65,DOWN
Bihar,Onion,2024-03-01,3,Summer,23.64,22.02,25.18,0.0,35.53,106.75,30.89,1000.13,30.08,17.1,35.9,83.39,21.32,STABLE
Bihar,Onion,2024-04-01,4,Summer,22.62,20.91,24.24,0.0,23.64,61.03,27.263333333333332,1171.0,39.33,24.9,0.0,42.37,-10.08,STABLE
Bihar,Onion,2024-05-01,5,Summer,22.51,21.04,23.9,0.0,22.62,33.5,22.923333333333336,2583.2,38.5,26.67,36.0,69.16,-15.83,UP
Bihar,Onion,2024-06-01,6,Monsoon,27.81,26.19,29.2,0.0,22.51,35.53,24.313333333333333,2356.29,38.54,28.16,104.3,83.67,-14.1,UP
Bihar,Onion,2024-07-01,7,Monsoon,37.83,36.31,39.2,0.0,27.81,23.64,29.38333333333333,2629.5,33.85,27.37,315.3,91.23,43.5,UP
Bihar,Onion,2024-08-01,8,Monsoon,39.79,38.17,41.29,0.0,37.83,22.62,35.143333333333324,1122.3,32.14,25.91,357.6,96.06,38.8,UP
Bihar,Onion,2024-09-01,9,Monsoon,47.98,46.53,49.34,0.0,39.79,22.51,41.86666666666667,2306.68,32.03,25.98,194.8,94.13,-38.22,STABLE
Bihar,Onion,2024-10-01,10,Post-Monsoon,48.29,46.62,49.9,0.0,47.98,27.81,45.35333333333333,2204.64,31.15,23.47,38.8,94.26,-73.1,UP
Bihar,Onion,2024-11-01,11,Post-Monsoon,52.14,50.45,53.69,0.0,48.29,37.83,49.47,1721.11,28.34,17.76,0.9,93.17,0.52,DOWN
Bihar,Onion,2024-12-01,12,Winter,45.78,44.01,47.41,0.0,52.14,39.79,48.73666666666667,1937.4,23.74,12.18,0.1,92.81,-2.48,DOWN
Bihar,Onion,2025-01-01,1,Winter,31.1,29.5,32.6,,45.78,47.98,43.00666666666667,1677.16,21.5,10.65,0.3,97.48,-7.55,UP
Bihar,Onion,2025-02-01,2,Winter,50.62,46.47,52.15,,31.1,48.29,42.5,1909.9,25.84,13.54,0.0,89.29,-15.85,DOWN
Bihar,Onion,2025-03-01,3,Summer,28.61,27.09,30.09,,50.62,52.14,36.77666666666666,1360.27,31.99,18.35,0.7,70.61,-13.88,DOWN
Bihar,Onion,2025-04-01,4,Summer,23.01,21.37,24.69,,28.61,45.78,34.08,1062.28,36.31,22.93,18.6,70.03,8.52,DOWN
Bihar,Onion,2025-05-01,5,Summer,17.03,15.7,18.26,,23.01,31.1,22.883333333333336,1082.51,36.72,25.58,80.0,82.81,28.17,STABLE
Bihar,Onion,2025-06-01,6,Monsoon,17.19,15.99,18.37,,17.03,50.62,19.076666666666668,999.57,35.91,27.38,182.0,82.77,63.6,UP
Bihar,Onion,2025-07-01,7,Monsoon,32.65,31.21,35.58,,17.19,28.61,22.290000000000003,514.03,33.51,26.65,237.5,92.58,-34.3,DOWN
Bihar,Onion,2025-08-01,8,Monsoon,25.89,24.11,27.83,,32.65,23.01,25.24333333333333,314.73,32.44,26.1,349.8,95.52,31.0,STABLE
Bihar,Onion,2025-09-01,9,Monsoon,25.36,23.3,27.3,,25.89,17.03,27.96666666666667,217.7,32.86,25.98,170.4,95.5,-62.62,DOWN
Bihar,Onion,2025-10-01,10,Post-Monsoon,21.09,19.89,22.28,,25.36,17.19,24.113333333333333,505.21,30.66,23.15,162.4,93.84,50.5,DOWN
Bihar,Onion,2025-11-01,11,Post-Monsoon,19.25,18.19,20.45,,21.09,32.65,21.9,475.0,26.87,16.13,0.3,89.67,-0.07,DOWN
Bihar,Potato,2022-01-01,1,Winter,8.81,7.5,12.56,0.0,,,8.81,9516.5,20.36,10.83,30.1,96.13,22.25,UP
Bihar,Potato,2022-02-01,2,Winter,11.53,10.08,12.32,0.0,8.81,,10.17,17264.3,23.45,11.57,43.9,91.43,28.05,STABLE
Bihar,Potato,2022-03-01,3,Summer,11.16,10.13,11.96,0.0,11.53,,10.5,41689.57,33.3,18.95,0.0,78.32,-14.58,STABLE
Bihar,Potato,2022-04-01,4,Summer,11.18,9.69,12.24,0.0,11.16,,11.29,46820.24,38.31,24.08,7.6,80.37,-2.48,UP
Bihar,Potato,2022-05-01,5,Summer,12.46,11.17,13.43,0.0,11.18,8.81,11.6,42284.3,35.98,25.57,50.3,85.1,-1.52,UP
Bihar,Potato,2022-06-01,6,Monsoon,14.51,12.82,15.75,0.0,12.46,11.53,12.716666666666669,31701.35,36.42,27.38,102.2,87.83,-16.2,UP
Bihar,Potato,2022-07-01,7,Monsoon,16.47,14.89,17.74,0.0,14.51,11.16,14.48,30714.75,34.41,27.24,243.0,87.77,-28.8,STABLE
Bihar,Potato,2022-08-01,8,Monsoon,16.46,14.94,17.57,0.0,16.47,11.18,15.813333333333333,27847.95,32.73,26.4,239.6,92.39,-79.2,STABLE
Bihar,Potato,2022-09-01,9,Monsoon,16.34,15.25,17.27,0.0,16.46,12.46,16.423333333333332,48788.88,31.04,25.34,309.7,96.53,76.67,UP
Bihar,Potato,2022-10-01,10,Post-Monsoon,17.55,16.06,18.73,0.0,16.34,14.51,16.783333333333335,37863.4,30.4,21.78,126.4,93.77,14.5,STABLE
Bihar,Potato,2022-11-01,11,Post-Monsoon,17.63,15.71,20.58,0.0,17.55,16.47,17.173333333333332,40085.56,27.53,15.88,0.0,89.3,-0.38,DOWN
Bihar,Potato,2022-12-01,12,Winter,14.89,13.09,16.87,0.0,17.63,16.46,16.689999999999998,30958.73,23.78,11.89,0.3,93.1,-2.28,DOWN
Bihar,Potato,2023-01-01,1,Winter,13.6,12.5,14.64,0.0,14.89,16.34,15.373333333333331,60160.18,21.22,9.88,0.0,97.55,-7.85,DOWN
Bihar,Potato,2023-02-01,2,Winter,9.53,8.63,10.43,0.0,13.6,17.55,12.673333333333332,33239.17,27.38,13.88,0.0,88.96,-15.85,DOWN
Bihar,Potato,2023-03-01,3,Summer,6.95,6.16,7.75,0.0,9.53,17.63,10.026666666666666,14281.72,31.77,18.78,21.7,78.9,7.12,UP
Bihar,Potato,2023-04-01,4,Summer,9.43,8.44,10.23,0.0,6.95,14.89,8.636666666666665,10984.85,37.54,23.6,14.1,53.6,4.02,UP
Bihar,Potato,2023-05-01,5,Summer,11.97,11.11,12.79,0.0,9.43,13.6,9.45,7488.35,36.93,25.03,41.0,75.74,-10.83,STABLE
Bihar,Potato,2023-06-01,6,Monsoon,11.86,10.89,12.87,0.0,11.97,9.53,11.086666666666666,895.47,39.83,28.78,85.1,68.63,-33.3,UP
Bihar,Potato,2023-07-01,7,Monsoon,17.72,16.8,18.63,0.0,11.86,6.95,13.85,18.3,34.42,27.25,291.4,90.52,19.6,DOWN
Bihar,Potato,2023-08-01,8,Monsoon,13.78,13.01,14.51,0.0,17.72,9.43,14.453333333333331,12365.88,32.82,26.34,328.2,93.42,9.4,DOWN
Bihar,Potato,2023-09-01,9,Monsoon,12.76,11.9,13.7,0.0,13.78,11.97,14.753333333333332,11817.5,32.14,26.0,257.2,95.23,24.17,DOWN
Bihar,Potato,2023-10-01,10,Post-Monsoon,12.05,11.17,13.02,0.0,12.76,11.86,12.863333333333337,8805.6,30.89,21.78,120.0,91.61,8.1,STABLE
Bihar,Potato,2023-11-01,11,Post-Monsoon,12.36,11.5,14.31,0.0,12.05,17.72,12.39,7199.1,28.46,17.34,0.3,91.33,-0.07,STABLE
Bihar,Potato,2023-12-01,12,Winter,12.1,11.12,14.39,0.0,12.36,13.78,12.17,10393.7,24.13,13.07,9.9,93.29,7.32,DOWN
Bihar,Potato,2024-01-01,1,Winter,9.65,8.72,10.77,0.0,12.1,12.76,11.37,10545.11,20.69,9.37,1.0,98.0,-6.85,STABLE
Bihar,Potato,2024-02-01,2,Winter,9.9,8.91,10.99,0.0,9.65,12.05,10.55,13289.96,24.5,12.59,19.5,90.72,3.65,UP
Bihar,Potato,2024-03-01,3,Summer,12.78,11.82,13.7,0.0,9.9,12.36,10.776666666666666,4654.8,30.08,17.1,35.9,83.39,21.32,UP
Bihar,Potato,2024-04-01,4,Summer,16.82,15.71,17.89,0.0,12.78,12.1,13.166666666666666,4584.8,39.33,24.9,0.0,42.37,-10.08,UP
Bihar,Potato,2024-05-01,5,Summer,21.93,20.8,23.16,0.0,16.82,9.65,17.176666666666666,8504.61,38.5,26.67,36.0,69.16,-15.83,UP
Bihar,Potato,2024-06-01,6,Monsoon,24.03,22.91,25.34,0.0,21.93,9.9,20.926666666666662,9644.55,38.54,28.16,104.3,83.67,-14.1,UP
Bihar,Potato,2024-07-01,7,Monsoon,26.57,24.87,28.43,0.0,24.03,12.78,24.176666666666662,8272.91,33.85,27.37,315.3,91.23,43.5,STABLE
Bihar,Potato,2024-08-01,8,Monsoon,26.4,24.45,28.7,0.0,26.57,16.82,25.666666666666668,4263.11,32.14,25.91,357.6,96.06,38.8,STABLE
Bihar,Potato,2024-09-01,9,Monsoon,26.96,24.69,28.87,0.0,26.4,21.93,26.64333333333333,9866.39,32.03,25.98,194.8,94.13,-38.22,STABLE
Bihar,Potato,2024-10-01,10,Post-Monsoon,26.95,24.53,28.78,0.0,26.96,24.03,26.77,8575.16,31.15,23.47,38.8,94.26,-73.1,STABLE
Bihar,Potato,2024-11-01,11,Post-Monsoon,25.94,23.62,28.66,0.0,26.95,26.57,26.616666666666664,6920.92,28.34,17.76,0.9,93.17,0.52,DOWN
Bihar,Potato,2024-12-01,12,Winter,23.74,21.91,25.78,0.0,25.94,26.4,25.543333333333333,7375.71,23.74,12.18,0.1,92.81,-2.48,DOWN
Bihar,Potato,2025-01-01,1,Winter,17.56,15.71,19.76,,23.74,26.96,22.41333333333333,6324.88,21.5,10.65,0.3,97.48,-7.55,DOWN
Bihar,Potato,2025-02-01,2,Winter,13.56,11.7,15.39,,17.56,26.95,18.286666666666665,8324.05,25.84,13.54,0.0,89.29,-15.85,DOWN
Bihar,Potato,2025-03-01,3,Summer,11.45,9.67,13.75,,13.56,25.94,14.19,7145.26,31.99,18.35,0.7,70.61,-13.88,STABLE
Bihar,Potato,2025-04-01,4,Summer,11.2,9.37,13.19,,11.45,23.74,12.07,6695.58,36.31,22.93,18.6,70.03,8.52,UP
Bihar,Potato,2025-05-01,5,Summer,12.16,10.33,14.39,,11.2,17.56,11.603333333333332,6897.35,36.72,25.58,80.0,82.81,28.17,UP
Bihar,Potato,2025-06-01,6,Monsoon,13.37,11.54,15.18,,12.16,13.56,12.243333333333334,5923.26,35.91,27.38,182.0,82.77,63.6,STABLE
Bihar,Potato,2025-07-01,7,Monsoon,13.85,11.93,15.79,,13.37,11.45,13.126666666666663,4979.7,33.51,26.65,237.5,92.58,-34.3,UP
Bihar,Potato,2025-08-01,8,Monsoon,14.62,12.77,16.47,,13.85,11.2,13.946666666666667,3545.35,32.44,26.1,349.8,95.52,31.0,UP
Bihar,Potato,2025-09-01,9,Monsoon,18.38,17.04,19.72,,14.62,12.16,15.616666666666664,401.0,32.86,25.98,170.4,95.5,-62.62,DOWN
Bihar,Potato,2025-10-01,10,Post-Monsoon,17.12,16.19,18.07,,18.38,13.37,16.706666666666667,646.9,30.66,23.15,162.4,93.84,50.5,DOWN
Bihar,Potato,2025-11-01,11,Post-Monsoon,16.12,15.09,17.97,,17.12,13.85,17.206666666666667,3081.33,26.87,16.13,0.3,89.67,-0.07,DOWN
Bihar,Tomato,2022-01-01,1,Winter,15.73,15.19,18.27,0.0,,,15.73,2287.2,20.36,10.83,30.1,96.13,22.25,DOWN
Bihar,Tomato,2022-02-01,2,Winter,12.17,9.86,13.84,0.0,15.73,,13.95,2569.33,23.45,11.57,43.9,91.43,28.05,DOWN
Bihar,Tomato,2022-03-01,3,Summer,11.33,9.89,12.82,0.0,12.17,,13.076666666666668,3573.28,33.3,18.95,0.0,78.32,-14.58,UP
Bihar,Tomato,2022-04-01,4,Summer,13.42,11.22,15.22,0.0,11.33,,12.306666666666668,5373.91,38.31,24.08,7.6,80.37,-2.48,UP
Bihar,Tomato,2022-05-01,5,Summer,22.18,17.75,24.09,0.0,13.42,15.73,15.643333333333333,2500.56,35.98,25.57,50.3,85.1,-1.52,UP
Bihar,Tomato,2022-06-01,6,Monsoon,35.72,29.86,38.22,0.0,22.18,12.17,23.77333333333333,1579.47,36.42,27.38,102.2,87.83,-16.2,DOWN
Bihar,Tomato,2022-07-01,7,Monsoon,31.96,27.16,34.65,0.0,35.72,11.33,29.953333333333333,1498.35,34.41,27.24,243.0,87.77,-28.8,STABLE
Bihar,Tomato,2022-08-01,8,Monsoon,30.72,27.01,32.64,0.0,31.96,13.42,32.800000000000004,1323.04,32.73,26.4,239.6,92.39,-79.2,UP
Bihar,Tomato,2022-09-01,9,Monsoon,33.55,31.19,35.29,0.0,30.72,22.18,32.07666666666666,1742.46,31.04,25.34,309.7,96.53,76.67,UP
Bihar,Tomato,2022-10-01,10,Post-Monsoon,39.01,36.72,41.26,0.0,33.55,35.72,34.42666666666666,2434.99,30.4,21.78,126.4,93.77,14.5,DOWN
Bihar,Tomato,2022-11-01,11,Post-Monsoon,25.75,24.38,27.51,0.0,39.01,31.96,32.77,2238.98,27.53,15.88,0.0,89.3,-0.38,DOWN
